Driver / Operator Type,Incident Time (24:00),Lighting,Roadway Type,Posted Speed Limit (MPH),State,Weather - Clear,Weather - Rain,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Severe Wind,Roadway Surface,Roadway Description,SV Pre-Crash Movement,CP Pre-Crash Movement,SV Precrash Speed (MPH),Crash With,SV Contact Area - Front,SV Contact Area - Rear,SV Contact Area - Left,SV Contact Area - Right,SV Contact Area - Front Left,SV Contact Area - Front Right,SV Contact Area - Rear Left,SV Contact Area - Rear Right,SV Were All Passengers Belted?,CP Any Air Bags Deployed?,SV Any Air Bags Deployed?,Automation System Engaged?,ADS Equipped?,Make,Model Year,Mileage,CP Was Vehicle Towed?,SV Was Vehicle Towed?,Highest Injury Severity
In-Vehicle (Commercial / Test),15:05,Unknown,Parking Lot,36.41993178582581,CA , , , ,Y, , ,Dry,Unknown,Stopped,Unknown,3.5195384664264293,Passenger Car, , , , , , , , ,Unknown,Not Applicable,No,ADAS,Yes,EZ10,2021.7055145015615,18697.87445679471,No,Yes,Minor
Consumer,2:27,Unknown,Intersection,26.3716771359563,CA ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Unknown,3.3195677984538183,"Other, see Narrative", , , , , , , , ,Yes,Unknown,Unknown,ADAS,No,Honda,2021.2488572869195,18698.023725113762,Unknown,Yes,Minor
Consumer,Unknown,Unknown,Highway / Freeway,64.89926164744047,CA , , , ,Y, , ,Unknown,Unknown,Proceeding Straight,Unknown,3.614198143682968,Other Fixed Object, , , , , , , , ,Yes,Unknown,Unknown,ADAS,No,Mercedes-Benz,2023.0163399991181,18697.838574985402,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),14:25,Dark - Lighted,Intersection,30.76092045262668,CA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,NM Moving on Sidewalk,4.190135351761056,Passenger Car, , , ,Y, , ,Y,Y,Yes,Unknown,No,ADS,Yes,Hyundai,2020.6732364682275,40495.25911535255,Unknown,No,Minor
Consumer,17:10,Dawn / Dusk,Street,36.84957964237131,CA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Passing,4.353233180279497,Other Fixed Object, , , , , , ,Y,Y,Yes,Not Applicable,No,ADS,Yes,EZ10,2021.0787241349942,43445.719838651974,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),19:00,Dark - Lighted,Street,40.2856123403792,AZ ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,1.1678238569514283,Passenger Car, ,Y, , , , ,Y,Y,Yes,No,No,ADS,Yes,Jaguar,2021.0722591526817,44094.12796597352,No,No,Minor
In-Vehicle (Commercial / Test),Unknown,Dark - Not Lighted,Street,39.00868994314613,AZ ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Passing,5.786104606499748,Non-Motorist: Pedestrian, , , , , , , ,Y,Yes,Unknown,No,ADS,Yes,EQS,2020.761722836097,42244.76905434806,Unknown,No,Minor
In-Vehicle (Commercial / Test),17:10,Dark - Not Lighted,Rural Road,50.69925867008663,CT ,Y, , , , , ,Dry,No Unusual Conditions,Unknown,Parked,11.027514879571719,Passenger Car,Y, , , ,Y,Y, ,Y,Yes,Unknown,No,ADAS,Yes,Kia,2021.1115778387978,48942.78698725042,Not Applicable,Yes,Minor
Consumer,13:50,Unknown,Highway / Freeway,58.32639241827162,NJ , , , ,Y, , ,"Other, see Narrative",Traffic Incident,Proceeding Straight,Proceeding Straight,64.96228010827774,Pole / Tree,Y,Y, , , , , , ,Unknown,Unknown,Unknown,ADS,No,Honda,2021.9479147174673,26410.0136270761,Yes,Yes,Minor
In-Vehicle (Commercial / Test),8:36,Daylight,Highway / Freeway,59.9991251117345,OH , ,Y, , , , ,Wet,No Unusual Conditions,Proceeding Straight,Proceeding Straight,65.00954747005828,Pickup Truck, ,Y, , , , , , ,Yes,Yes,No,ADAS,No,Subaru,2019.7361771397477,25485.908717190756,Yes,Yes,Minor
Consumer,13:15,Daylight,Highway / Freeway,31.763259473830487,NY ,Y, , , , , ,Dry,No Unusual Conditions,Stopped,Proceeding Straight,61.07165826106757,Passenger Car, ,Y, , , , , ,Y,Yes,No,No,ADAS,Yes,Kenworth,2020.49032702667,23894.062421096518,No,Unknown,Minor
Consumer,3:20,Unknown,Highway / Freeway,59.94156321350892,MN , ,Y, , , , ,Snow / Slush / Ice,No Unusual Conditions,Proceeding Straight,Stopped,65.07422409900403,Passenger Car, , , , , , , , ,Yes,Unknown,No,ADS,No,Ligier,2020.582293384701,25732.648925772282,Yes,Yes,Minor
Consumer,8:36,Daylight,Highway / Freeway,60.12152521297032,OH ,Y, , , , , ,Wet,No Unusual Conditions,Proceeding Straight,Proceeding Straight,65.05112867919176,Passenger Car, ,Y, , , ,Y, , ,Yes,Yes,No,ADAS,No,Subaru,2019.8897342316359,25485.962209116442,Yes,Yes,Minor
Consumer,Unknown,Daylight,Highway / Freeway,70.93029746737871,CT ,Y, , , , , ,Unknown,"Other, see Narrative",Proceeding Straight,Unknown,73.33000908683121,Animal,Y, ,Y, ,Y,Y, , ,Yes,Unknown,Yes,ADAS,Yes,LExus,2020.177543602956,5890.365633043652,Unknown,Yes,Minor
Consumer,21:45,"Other, see Narrative",Highway / Freeway,52.19071654587406,CO ,Y, , , , , ,Snow / Slush / Ice,No Unusual Conditions,Parking Maneuver,"Other, see Narrative",74.11991049663324,"Other, see Narrative",Y, ,Y, , ,Y, , ,Yes,Unknown,Yes,ADAS,No,Jaguar,2020.6029460879438,5744.533859037313,Unknown,Yes,Minor
Consumer,06:20,Unknown,Highway / Freeway,59.73761651701508,IN ,Y, , , , , ,Unknown,"Other, see Narrative",Merging,Passing,70.56937062408234,Non-Motorist: Cyclist,Y, , , , ,Y, ,Y,Unknown,No,Yes,ADAS,No,LExus,2021.8523271671818,6086.222479103973,No,Yes,Minor
Consumer,07:05,Unknown,Highway / Freeway,25.138546425281717,CA , ,Y, , , , ,Dry,Work Zone,Lane / Road Departure,Unknown,70.04138881141725,Other Fixed Object,Y, , , , ,Y, , ,Unknown,Unknown,Yes,ADAS,No,BMW,2022.019226416595,5134.92300134998,Unknown,Yes,Minor
Consumer,08:00,Daylight,Highway / Freeway,43.80903518324534,GA ,Y, , , , , ,Snow / Slush / Ice,No Unusual Conditions,Merging,Unknown,74.52377741409182,Other Fixed Object,Y, ,Y,Y,Y,Y,Y, ,Yes,Unknown,Yes,"Unknown, see Narrative",Yes,Lexus,2020.8732394277918,5801.04947678247,Unknown,Yes,Minor
Consumer,04:55,Daylight,Highway / Freeway,26.19898599074426,CA ,Y, , , , , ,Wet,Unknown,Parking Maneuver,"Other, see Narrative",60.96644116476583,Heavy Truck,Y, , , ,Y, , , ,Yes,Unknown,Unknown,ADAS,No,FREIGHTLINER,2019.6468546990186,31446.45297560193,Unknown,Yes,Minor
Consumer,04:55,Dark - Not Lighted,Highway / Freeway,64.95172930771906,NY , , , , , , ,Dry,No Unusual Conditions,Proceeding Straight,"Other, see Narrative",64.95216948705887,Animal,Y, , , ,Y, , ,Y,Yes,No,No,ADAS,No,Subaru,2020.0299187853416,34610.970917550694,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),12:39,Daylight,Rural Road,51.10348143425332,MN ,Y, , , , , ,Dry,Traffic Incident,Proceeding Straight,Proceeding Straight,17.22764558277354,Motorcycle, , , , , , , ,Y,Yes,Unknown,No,ADS,Yes,Lincoln,2019.8755448366508,32951.968734918686,No,Unknown,Minor
Consumer,04:55,Dark - Not Lighted,Street,65.09200988829355,NY , , , , , , ,Dry,No Unusual Conditions,Lane / Road Departure,"Other, see Narrative",65.12121719897317,Animal,Y, , , ,Y, , , ,Yes,Unknown,Yes,ADAS,Yes,Subaru,2020.1836574156148,34611.02693266604,No,No,Minor
Consumer,04:55,Dark - Not Lighted,Highway / Freeway,64.89839062556841,NY ,Y, , , , , ,Dry,Work Zone,Proceeding Straight,"Other, see Narrative",64.96228051084643,Animal,Y, , , ,Y, , , ,Yes,Unknown,No,ADAS,No,Porsche,2019.9207926341655,34610.80012656086,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),13:27,Dark - Lighted,Highway / Freeway,53.28243964568799,CA ,Y, , , , , ,Dry,Traffic Incident,Making Left Turn,Traveling Wrong Way,57.70945617078141,Other Fixed Object, ,Y,Y, , , , ,Y,Yes,Unknown,No,ADS,Yes,Maserati,2016.3681341282693,78687.64410464984,Unknown,Yes,Minor
Consumer,3:53,Daylight,Parking Lot,55.26001291272317,UNK,Y, , , , , ,Dry,No Unusual Conditions,Lane / Road Departure,Proceeding Straight,57.684619431183556,Other Fixed Object, , , , , , , ,Y,Yes,Yes,No,ADS,No,Mercedes-Benz,2018.7382409932204,76248.2801635213,Unknown,Yes,Minor
Consumer,14:25,Daylight,Intersection,43.38942142693245,CO ,Y, , , , , ,Dry,"Other, see Narrative",Making Left Turn,Stopped,52.25499718130566,"Other, see Narrative", , , , , , , , ,Yes,Yes,Yes,ADS,No,Local Motors,2018.7738559688821,71318.8140437679,Unknown,Yes,Minor
Consumer,Unknown,Dark - Not Lighted,Highway / Freeway,64.74499888581802,FL , , , ,Y, , ,Unknown,Unknown,Proceeding Straight,Unknown,27.575829765612944,Other Fixed Object, , , , , ,Y, , ,Unknown,Unknown,No,ADAS,No,Lucid Motors,2018.7549446479345,69096.01745062644,Unknown,Yes,Minor
Consumer,13:10,Daylight,Parking Lot,36.09725534579051,CT ,Y, , , , , ,Dry,No Unusual Conditions,Making Left Turn,Traveling Wrong Way,26.782499488281054,"Other, see Narrative", , , , , , , , ,Unknown,Unknown,Yes,ADAS,Yes,INTERNATIONAL,2019.022698434049,83662.56490742392,Unknown,Yes,Minor
In-Vehicle and Remote (Commercial / Test),23:30,"Other, see Narrative",Parking Lot,24.940088778690395,CO ,Y, , , , , ,"Other, see Narrative","Other, see Narrative",Changing Lanes,Proceeding Straight,40.263699216461035,Other Fixed Object, , , , , ,Y, ,Y,Unknown,Not Applicable,Unknown,ADAS,No,Chrysler,2019.492784656543,30462.998543091293,Not Applicable,Unknown,Minor
In-Vehicle and Remote (Commercial / Test),08:00,"Other, see Narrative",Intersection,25.117910817221375,AZ , ,Y, , , , ,"Other, see Narrative","Other, see Narrative",Making Right Turn,Passing,40.36956115337987,"Other, see Narrative", ,Y, ,Y, ,Y, , ,Yes,Not Applicable,Yes,ADAS,No,Cadillac,2019.2136328916733,30660.102266371665,Not Applicable,Unknown,Minor
Consumer,11:30,Daylight,Highway / Freeway,51.70508646208943,MA ,Y, , , , , ,Dry,Unknown,Entering Traffic,Unknown,44.528443239360946,"Other, see Narrative", , ,Y, , ,Y, ,Y,Unknown,No,Yes,ADAS,Yes,LExus,2018.8427867357211,30005.30152054443,Not Applicable,Yes,Minor
In-Vehicle (Commercial / Test),16:43,Daylight,Rural Road,25.028279846162235,CA ,Y, , , , , ,Unknown,"Other, see Narrative",Lane / Road Departure,Passing,6.241061326886899,Passenger Car, , , ,Y, ,Y, , ,Yes,Unknown,Unknown,ADS,No,Cadillac,2019.9583441286882,30541.58602611162,Not Applicable,Yes,Minor
Consumer,03:01,"Other, see Narrative",Highway / Freeway,24.670057663954584,FL , , , , , , ,Snow / Slush / Ice,Unknown,Changing Lanes,"Other, see Narrative",56.91957763001755,Heavy Truck, , , ,Y, ,Y, ,Y,Yes,Not Applicable,Yes,ADS,No,BMW,2018.873394021407,30672.914736018778,Not Applicable,Yes,Minor
Consumer,18:00,Dawn / Dusk,Highway / Freeway,65.10853812389598,NJ ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Unknown,65.06737973499924,Other Fixed Object, , , ,Y, ,Y, ,Y,Yes,Not Applicable,No,ADAS,No,Kia,2021.895128471979,4091.047411180034,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),16:58,Daylight,Intersection,45.72444990205294,MI ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Stopped,42.4080057075608,"Other, see Narrative", , ,Y,Y, , ,Y,Y,Yes,Unknown,No,ADS,Yes,Freightliner,2022.233732939192,4024.987268209548,Not Applicable,Yes,Minor
Consumer,21:40,Dark - Unknown Lighting,Rural Road,33.99201228421339,NJ ,Y, , , , , ,Dry,No Unusual Conditions,Merging,Unknown,36.83466019524533,Other Fixed Object, , , ,Y, , , , ,Unknown,Unknown,No,ADAS,No,Lucid Motors,2021.626968831718,3912.634958464309,Unknown,No,Minor
Consumer,20:00,Unknown,Highway / Freeway,47.63334417872793,KY ,Y, , , , , ,Dry,No Unusual Conditions,Making U-Turn,Unknown,53.36794605464212,Non-Motorist: Other, , , ,Y, , , , ,Unknown,Unknown,No,ADAS,No,NAVYA,2021.222233941797,3253.1463643448515,Unknown,Unknown,Minor
In-Vehicle (Commercial / Test),14:25,Daylight,Highway / Freeway,50.844831328511646,MO ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,47.00300388657444,Passenger Car, ,Y, , , ,Y, , ,Yes,Yes,No,ADS,Yes,Ford,2022.5691876141698,3930.2315004997804,No,Yes,Minor
"Other, see Narrative",8:01,Daylight,Highway / Freeway,42.606729187734075,GA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Merging,16.674246274757333,Motorcycle,Y, , , , ,Y, , ,Yes,Not Applicable,Unknown,ADS,Yes,Ligier,2022.6949858222742,7252.8416337955805,No,Unknown,Minor
Consumer,13:30,Unknown,Highway / Freeway,65.21507078955626,FL ,Y, , , , , ,Dry,No Unusual Conditions,Making Left Turn,NM Moving on Sidewalk,68.95312861711403,Motorcycle, , , , ,Y,Y, , ,Yes,No,Yes,ADAS,No,Lucid Motors,2021.870542410333,7231.584490015168,No,Yes,Minor
Consumer,07:05,Daylight,Highway / Freeway,41.45911605262819,ID ,Y, , , , , ,"Other, see Narrative",Traffic Incident,"Other, see Narrative",Traveling Wrong Way,70.51424780996511,Non-Motorist: Pedestrian,Y, , , , ,Y, , ,Unknown,Unknown,Yes,ADAS,No,Lucid Motors,2021.6212638538689,5405.111009429716,No,Yes,Minor
Consumer,15:52,Dark - Unknown Lighting,Intersection,65.14352469308587,KY ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,NM Moving on Sidewalk,69.17775146143177,Passenger Car, , , ,Y, ,Y, , ,Yes,Unknown,Yes,ADAS,Yes,Peterbilt,2021.321694209305,6654.885165128197,Yes,Yes,Minor
Consumer,06:20,Dawn / Dusk,Highway / Freeway,78.14274472396933,IN ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,NM Crossing Roadway,79.72619404396819,Motorcycle,Y, , , ,Y,Y, , ,Yes,Unknown,Yes,ADAS,No,Cruise,2020.482926235439,6837.47708128799,No,Yes,Minor
Consumer,08:00,Daylight,Unknown,24.974137475203346,WV ,Y, , , , , ,Dry,Unknown,Unknown,Unknown,40.151692205010306,Passenger Car, , , , ,Y, , , ,Yes,Unknown,No,ADAS,No,Porsche,2020.0142287481242,20605.9200326069,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),12:26,Daylight,Unknown,24.82827219381405,MN ,Y, , , , , ,Dry,Unknown,Proceeding Straight,NM Moving on Sidewalk,29.34420722916577,Other Fixed Object, , , ,Y, ,Y, , ,Yes,Unknown,Unknown,ADAS,No,Kia,2020.480625476635,20041.957560524443,Unknown,Yes,Minor
Consumer,21:28,Daylight,Traffic Circle,27.993391603063085,CO ,Y, , , , , ,Dry,"Other, see Narrative",Merging,Unknown,26.309920750879883,Passenger Car, , , , , , , , ,Yes,Unknown,No,ADS,Yes,Ford,2020.205973714081,20497.277415305805,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),08:00,Unknown,Unknown,24.98589878210726,WV ,Y, , , , , ,Dry,Unknown,Unknown,Stopped,40.003529797685,Pole / Tree, , , , ,Y, , , ,Yes,Unknown,No,ADAS,Yes,Subaru,2020.0284954879248,20606.366662954013,Unknown,No,Minor
Consumer,11:01,Daylight,Rural Road,35.48721553350069,OH , , , , , , ,Snow / Slush / Ice,Unknown,Making Right Turn,Unknown,18.29305825537736,Passenger Car, , , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",Yes,Kenworth,2020.6990608560866,20573.59273037795,Unknown,Yes,Minor
Consumer,12:50,Dark - Not Lighted,Street,30.059624679592105,CT ,Y, , , , , ,Dry,Unknown,Making Right Turn,NM in Roadway - Other,10.248653458787329,Passenger Car, , , , ,Y, , , ,Unknown,Unknown,Unknown,ADAS,No,KIA,2020.888287726377,1788.740393168614,Not Applicable,Unknown,Minor
Consumer,2:46,Dark - Lighted,Street,29.961276922974285,CA ,Y, , , , , ,Dry,No Unusual Conditions,Making Right Turn,Unknown,20.136001948933597,Other Fixed Object, , , , ,Y, , , ,Unknown,Unknown,Yes,ADAS,No,Subaru,2021.2368268078985,1946.2311553547518,Unknown,Unknown,Minor
Consumer,16:26,Dark - Lighted,Street,31.635541423442145,IN ,Y, , , , , ,Unknown,No Unusual Conditions,Making U-Turn,Stopped,6.941302314880663,"Other, see Narrative", ,Y, , ,Y,Y, , ,Unknown,Unknown,Unknown,ADS,No,Mercedes-Benz,2020.9147469327634,1312.1272103153035,Yes,Yes,Minor
Consumer,2:46,Dark - Lighted,Street,30.006989308598833,CA ,Y, , , , , ,Dry,No Unusual Conditions,Making Right Turn,Unknown,20.09970928272652,Other Fixed Object, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Tesla,2021.0772168211593,1946.066344508587,Not Applicable,Unknown,Minor
"Other, see Narrative",2:05,Dark - Lighted,Rural Road,25.99874408905709,CA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Traveling Wrong Way,4.497828788448269,"Other, see Narrative", ,Y, , , , , ,Y,Yes,Unknown,Yes,ADAS,Yes,Honda,2021.5088891506734,861.9785879372531,Unknown,Yes,Minor
In-Vehicle and Remote (Commercial / Test),7:35,Daylight,Street,25.213149647959114,CA ,Y, , , , , ,Dry,No Unusual Conditions,Stopped,Proceeding Straight,-0.022101534077390524,Passenger Car, ,Y, , , , , , ,Yes,No,No,ADS,Yes,Cruise,2019.9827543949552,30000.03458186148,No,No,Minor
In-Vehicle and Remote (Commercial / Test),7:44,Daylight,Street,24.9971398385819,TX ,Y, , , , , ,Dry,No Unusual Conditions,Stopped,Proceeding Straight,-0.08783878256064821,Passenger Car, , , , , , , , ,Yes,No,No,ADS,Yes,Cruise,2020.0118226829318,30000.215586675873,No,No,Minor
Consumer,7:44,Daylight,Street,25.154876003941855,CA ,Y, , , , , ,Dry,No Unusual Conditions,Stopped,Proceeding Straight,0.07381085870742779,Passenger Car, ,Y, , , , , , ,Yes,No,No,ADS,Yes,Cruise,2020.1952704004952,30000.08013662917,No,No,Minor
In-Vehicle (Commercial / Test),21:45,Daylight,Street,33.233738845187226,NJ ,Y, , , , , ,Dry,No Unusual Conditions,Making Right Turn,Proceeding Straight,2.5681619998564345,Passenger Car, , , , , , , , ,Unknown,No,No,ADS,No,FREIGHTLINER,2019.7443691771741,29932.604747027734,Not Applicable,No,Minor
In-Vehicle (Commercial / Test),7:44,Dawn / Dusk,Street,57.246375276518435,PA ,Y, , , , , ,Dry,No Unusual Conditions,Merging,Proceeding Straight,11.618027939184795,Passenger Car, ,Y, , , , , , ,Yes,No,No,"Unknown, see Narrative",Yes,Kia,2019.3784877524317,29757.204066993672,Unknown,No,Minor
In-Vehicle and Remote (Commercial / Test),Unknown,Daylight,Street,25.083697214936816,CA ,Y, , , , , ,Dry,Traffic Incident,Proceeding Straight,Proceeding Straight,6.198803741319048,Non-Motorist: Other, ,Y, ,Y, , , , ,Yes,Not Applicable,No,ADS,No,Jaguar,2019.899645223592,30264.431473448913,No,Yes,Minor
In-Vehicle and Remote (Commercial / Test),7:44,Daylight,Street,24.955196924892398,CA ,Y, , , , , ,Dry,No Unusual Conditions,Stopped,Unknown,-0.23830952732973595,Passenger Car,Y,Y, , , , , , ,Yes,No,No,ADS,Yes,Chrysler,2020.3187883032783,30000.11689340282,No,No,Minor
In-Vehicle and Remote (Commercial / Test),10:08,"Other, see Narrative",Rural Road,25.087007944270933,FL , , , , , , ,"Other, see Narrative",Traffic Incident,Lane / Road Departure,Passing,22.617497130381885,"Other, see Narrative", , , ,Y, , , , ,Yes,No,Not Applicable,ADAS,No,Chrysler,2019.919974972228,30433.275790359345,Not Applicable,Yes,Minor
In-Vehicle and Remote (Commercial / Test),7:44,Daylight,Street,25.05541294247989,CA ,Y, , , , , ,Dry,No Unusual Conditions,Unknown,Proceeding Straight,0.005461648697052703,Passenger Car, ,Y, , , , , , ,Yes,No,No,ADS,No,Cruise,2019.7630483913697,30000.137810407155,No,No,Minor
In-Vehicle and Remote (Commercial / Test),7:44,Daylight,Highway / Freeway,24.977502108217767,CA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,0.0033452397361892344,Passenger Car, ,Y, , , , , , ,Yes,No,Not Applicable,ADS,Yes,Cruise,2019.8928282158822,30000.18583171362,No,Yes,Minor
In-Vehicle and Remote (Commercial / Test),8:20,Unknown,Street,39.56607248842722,DE ,Y, , , , , ,Dry,No Unusual Conditions,Unknown,Unknown,16.13646036038425,Passenger Car, , , , , , , , ,Yes,No,No,ADS,No,Subaru,2019.950766077143,29832.651800742413,Not Applicable,Yes,Minor
In-Vehicle (Commercial / Test),10:43,"Other, see Narrative",Highway / Freeway,64.72823959658416,SC ,Y, , , , , ,Snow / Slush / Ice,"Other, see Narrative",Entering Traffic,"Other, see Narrative",37.70695487180877,Unknown, , ,Y,Y, , , ,Y,Yes,No,No,ADS,No,Nissan,2018.839435317862,30417.30454595736,Unknown,Yes,Minor
In-Vehicle (Commercial / Test),21:45,Daylight,Highway / Freeway,47.7773238005144,DE ,Y, , , , , ,Dry,No Unusual Conditions,Parking Maneuver,Unknown,3.349157276097363,Passenger Car, , ,Y,Y, , , , ,Yes,No,No,ADS,No,Honda,2019.9051121971202,29994.38827217679,Not Applicable,Unknown,Minor
Consumer,18:46,Daylight,Rural Road,61.19696254425075,MI ,Y, , , , , ,Dry,No Unusual Conditions,Merging,Proceeding Straight,4.0508959773622,SUV, ,Y, , , , , , ,Unknown,No,No,ADS,Yes,Hyundai,2020.0298251915488,29683.902663234156,No,Unknown,Minor
Consumer,16:33,Daylight,Street,40.10935999022847,NV ,Y, , , , , ,Dry,"Other, see Narrative",Making Left Turn,Proceeding Straight,21.7210326597785,"Other, see Narrative", , , ,Y, , , , ,Unknown,No,No,ADS,Yes,OLLI,2019.6730224896687,30155.996569977277,Not Applicable,Unknown,Minor
In-Vehicle (Commercial / Test),16:16,Dark - Not Lighted,Rural Road,25.065307810551516,NJ ,Y, , , , , ,Dry,Unknown,"Other, see Narrative",Proceeding Straight,11.383651772342759,Non-Motorist: Pedestrian, , , ,Y, , , ,Y,Unknown,No,No,ADS,Yes,Cruise,2020.1905100387194,32528.333996600315,No,Yes,Minor
In-Vehicle (Commercial / Test),16:33,Dark - Lighted,Highway / Freeway,51.070656533031396,MN ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Passing,3.139775485400036,Non-Motorist: Cyclist, ,Y,Y, ,Y, , , ,Yes,Not Applicable,No,ADS,No,Maserati,2019.9208542977924,33445.55486815331,Not Applicable,Yes,Minor
Consumer,15:10,Dark - Lighted,Highway / Freeway,27.52517559644179,DC ,Y, , , , , ,Dry,No Unusual Conditions,Stopped,Passing,1.6626867675147514,Non-Motorist: Pedestrian,Y, , , ,Y, , ,Y,Yes,Unknown,No,ADS,No,Kenworth,2020.1616792487173,34542.82365403475,Not Applicable,No,Minor
In-Vehicle (Commercial / Test),21:49,Dark - Unknown Lighting,Parking Lot,25.033538681259785,CA ,Y, , , , , ,Dry,"Other, see Narrative",Proceeding Straight,Proceeding Straight,9.012098781836066,Non-Motorist: Pedestrian, ,Y, ,Y, , , ,Y,Yes,No,Yes,ADS,Yes,Cruise,2019.8304078326994,32184.881102345505,No,Yes,Minor
In-Vehicle (Commercial / Test),14:28,Dark - Lighted,Intersection,52.04596254160576,IA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,39.43643967247726,Non-Motorist: Cyclist,Y,Y, , ,Y,Y, , ,Yes,Not Applicable,No,ADS,No,Cruise,2019.9775219227686,33136.05866380839,No,No,Minor
Consumer,Unknown,"Other, see Narrative",Intersection,24.81986487283041,NY , , , ,Y, , ,Unknown,Unknown,Merging,Traveling Wrong Way,3.5128939142286297,Unknown, , , , , , , ,Y,Unknown,Unknown,Yes,ADS,No,Jaguar,2021.209154692646,18697.95605462858,Unknown,Yes,Minor
Consumer,Unknown,Unknown,Parking Lot,25.063140958093065,NC , , ,Y, , , ,Wet,Unknown,Stopped,Traveling Wrong Way,3.560767760799851,Unknown, , ,Y, , , , , ,Yes,Unknown,Yes,ADS,No,Honda,2020.679959559071,18697.885293377472,Unknown,Yes,Minor
Consumer,Unknown,Unknown,Intersection,25.098730605856503,IA , , , , , , ,Unknown,Unknown,Stopped,Parked,3.430258471763326,Unknown, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2020.5532744284062,18698.070283138317,Unknown,Yes,Minor
Consumer,Unknown,Unknown,Intersection,24.783048859710586,ID ,Y, , , , , ,Unknown,Unknown,Parking Maneuver,Passing,3.573663929279722,Unknown, , ,Y, ,Y, , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2020.7720315974452,18698.06634808993,Unknown,Yes,Minor
